EST_ID,mean.pr,SD.pr,ES0.99.pr,mean.tas,SD.tas,ES0.99,relative.abundance,richness,risk5,Area_Ha,mean.pr.norm,SD.pr.norm,ES0.99.pr.norm,mean.tas.norm,SD.tas.norm,ES0.99.norm,relative.abundance.norm,richness.norm,risk5.norm,Area_Ha.norm
2093,7.02,-19.02,-13.63,12.56,0.07,7.06,0.08,24.42,30,17.48,0.62,0.54,0.37,0.07,0.64,0.66,0.11,0.3,0.03,0
2094,5.72,-22.75,-14.01,23.87,-12.19,-1.27,0.11,32.63,0.83,531.84,0.57,0.4,0.36,0.51,0.11,0.09,0.15,0.41,0,0.01
2095,7.32,-17.93,-12.67,12.63,0.83,7.61,0.06,21.6,30,1.45,0.63,0.59,0.4,0.07,0.68,0.7,0.08,0.27,0.03,0
2096,5.72,-22.75,-14.01,23.87,-12.19,-1.27,0.08,26.92,10,66.81,0.57,0.4,0.36,0.51,0.11,0.09,0.11,0.34,0.01,0
2097,5.72,-22.75,-14.01,23.87,-12.19,-1.27,0.08,25.42,15,30.77,0.57,0.4,0.36,0.51,0.11,0.09,0.11,0.32,0.01,0
2098,5.72,-22.75,-14.01,23.87,-12.19,-1.27,0.08,25.42,30,1.55,0.57,0.4,0.36,0.51,0.11,0.09,0.11,0.32,0.03,0
2099,7.32,-17.32,-12.19,12.94,-1.51,7.09,0.09,25.2,30,4.8,0.63,0.61,0.41,0.08,0.57,0.66,0.12,0.31,0.03,0
2100,7.04,-17.4,-12.33,12.95,-1.35,7.14,0.09,25.01,7.5,64.88,0.62,0.61,0.41,0.08,0.58,0.67,0.12,0.31,0.01,0
2101,6.65,-17.6,-12.59,12.92,-1.62,6.8,0.14,33.98,5.2,264.13,0.6,0.6,0.4,0.08,0.57,0.64,0.2,0.43,0,0.01
2102,6.07,-17.84,-12.97,12.84,-4.55,5.6,0.15,38.55,2.08,723.25,0.58,0.59,0.39,0.08,0.44,0.56,0.21,0.49,0,0.02
2103,4.28,-19.29,-14.74,12.95,-4.37,5.75,0.09,26.48,15.59,44.99,0.51,0.53,0.34,0.08,0.45,0.57,0.12,0.33,0.01,0
2104,4,-19.27,-14.85,12.8,-6.56,5.08,0.11,29.71,31.17,2.91,0.5,0.53,0.34,0.08,0.36,0.52,0.15,0.37,0.03,0
2105,3.74,-19.49,-15.15,12.9,-5.81,5.46,0.2,44.21,1.73,195.52,0.49,0.53,0.33,0.08,0.39,0.55,0.28,0.56,0,0
2106,4.99,-16.92,-12.84,12.51,-8.46,4.27,0.31,56.46,0.24,10683.27,0.54,0.63,0.39,0.07,0.27,0.47,0.43,0.72,0,0.25
2107,8.24,-12.26,-7.94,11.99,-8.24,4.51,0.38,62.08,0.41,4275.54,0.67,0.81,0.53,0.04,0.28,0.49,0.54,0.79,0,0.1
2108,9.27,-10.67,-6.49,11.98,-8.84,3.89,0.11,26.79,45,1.29,0.71,0.87,0.57,0.04,0.26,0.44,0.15,0.33,0.04,0
2109,9.95,-10.07,-5.88,11.99,-9.82,3.66,0.1,26.52,45,18.38,0.73,0.9,0.59,0.05,0.22,0.43,0.13,0.33,0.04,0
3000,11.03,-9.85,-5.62,12.23,-8.9,4.21,0.11,34.88,45,0.99,0.77,0.91,0.6,0.05,0.26,0.46,0.16,0.44,0.04,0
3001,11.46,-10.23,-5.85,12.15,-5.94,4.84,0.1,28.12,11.25,167.63,0.79,0.89,0.59,0.05,0.38,0.51,0.13,0.35,0.01,0
3002,10.98,-16.93,-11.97,11.22,3.75,7.84,0.09,23.39,33.21,1.94,0.77,0.63,0.42,0.01,0.8,0.71,0.12,0.29,0.03,0
3003,10.61,-17.6,-12.63,11.26,4.59,8.09,0.07,18.64,33.21,7.52,0.76,0.6,0.4,0.02,0.84,0.73,0.1,0.23,0.03,0
3004,10.1,-18.21,-13.28,11.12,4.92,8.43,0.1,31.59,34.07,3.21,0.74,0.58,0.38,0.01,0.85,0.75,0.14,0.4,0.03,0
3005,9.26,-19.52,-14.59,10.86,5.54,8.6,0.07,24.13,34.07,3.15,0.71,0.52,0.34,0,0.88,0.77,0.1,0.3,0.03,0
3006,8.93,-20.03,-15.07,10.96,5.75,8.77,0.07,23.12,34.07,0.63,0.69,0.5,0.33,0,0.89,0.78,0.1,0.29,0.03,0
3007,8.43,-21.02,-16,10.96,5.53,8.7,0.06,17.02,34.07,5.44,0.67,0.47,0.3,0,0.88,0.77,0.08,0.21,0.03,0
3008,8.27,-21.23,-16.2,11.08,5.83,8.81,0.06,20.75,4.26,87.7,0.67,0.46,0.3,0.01,0.89,0.78,0.09,0.26,0,0
3009,8.33,-21.28,-16.25,10.96,5.52,8.74,0.08,31.2,34.07,12.22,0.67,0.45,0.3,0,0.88,0.78,0.11,0.39,0.03,0
3010,8.11,-21.61,-16.55,11.15,5.78,8.99,0.11,43.81,34.07,9.01,0.66,0.44,0.29,0.01,0.89,0.79,0.15,0.56,0.03,0
3011,8.05,-21.79,-16.71,11.18,5.81,9.05,0.13,46.95,34.07,5.55,0.66,0.43,0.28,0.01,0.89,0.8,0.17,0.6,0.03,0
3012,7.86,-22.09,-16.99,11.33,5.6,9.78,0.13,45.92,11.36,28.75,0.65,0.42,0.27,0.02,0.88,0.85,0.17,0.58,0.01,0
3013,7.64,-22.41,-17.3,11.39,5.86,9.13,0.12,42.74,4.26,41.52,0.64,0.41,0.27,0.02,0.89,0.8,0.16,0.54,0,0
3014,7.55,-22.46,-17.35,11.33,6.31,9.31,0.1,38.79,34.07,4.1,0.64,0.41,0.26,0.02,0.91,0.81,0.14,0.49,0.03,0
3015,7.55,-22.46,-17.35,11.33,6.31,9.31,0.07,25.66,34.07,1.77,0.64,0.41,0.26,0.02,0.91,0.81,0.1,0.32,0.03,0
3016,7,-22.75,-17.65,11.48,5.05,8.93,0.08,29.09,34.07,4.47,0.62,0.4,0.26,0.03,0.86,0.79,0.11,0.36,0.03,0
3017,6.75,-23.02,-17.89,11.46,4.96,8.71,0.09,35.31,34.07,5.52,0.61,0.39,0.25,0.02,0.85,0.77,0.12,0.45,0.03,0
3018,6.64,-23.16,-18.03,11.59,5.17,8.8,0.08,29.3,3.41,128.7,0.6,0.38,0.25,0.03,0.86,0.78,0.11,0.37,0,0
3019,6.56,-23.09,-17.99,11.69,5.16,8.92,0.08,27.06,34.07,6.62,0.6,0.38,0.25,0.03,0.86,0.79,0.11,0.34,0.03,0
3020,6.47,-23.05,-17.98,11.71,4.85,8.71,0.09,23.64,4.99,76.52,0.6,0.38,0.25,0.03,0.85,0.77,0.13,0.29,0,0
3021,6.5,-22.77,-17.75,11.61,5.24,9.01,0.08,28.34,34.93,1.6,0.6,0.4,0.25,0.03,0.87,0.79,0.11,0.35,0.03,0
3022,6.41,-22.77,-17.75,11.83,4.67,8.65,0.08,26.12,4.37,75.65,0.59,0.4,0.25,0.04,0.84,0.77,0.11,0.33,0,0
3023,6.42,-22.28,-17.33,11.88,3.45,8.49,0.08,27.66,30.21,5.55,0.59,0.42,0.27,0.04,0.79,0.76,0.11,0.35,0.03,0
3024,6.37,-22.28,-17.32,11.81,3.38,8.44,0.08,28.26,30.21,16.68,0.59,0.42,0.27,0.04,0.79,0.75,0.1,0.35,0.03,0
3025,6.41,-21.59,-16.72,12,3.17,8.54,0.08,29.33,30.21,0.68,0.59,0.44,0.28,0.05,0.78,0.76,0.1,0.37,0.03,0
3026,6.43,-21.36,-16.51,12.12,2.85,8.47,0.1,36.4,30.21,6.32,0.59,0.45,0.29,0.05,0.76,0.76,0.14,0.46,0.03,0
3027,6.44,-21.24,-16.39,12.2,2.64,8.5,0.12,39.74,30.21,27.65,0.6,0.46,0.29,0.05,0.75,0.76,0.17,0.5,0.03,0
3028,6.5,-20.94,-16.12,12.17,2.88,8.58,0.14,46.47,15.11,41.62,0.6,0.47,0.3,0.05,0.76,0.76,0.2,0.59,0.01,0
3029,6.55,-20.57,-15.77,12.32,1.95,8.34,0.16,51.48,15.11,43.67,0.6,0.48,0.31,0.06,0.72,0.75,0.22,0.65,0.01,0
3030,6.14,-20.46,-15.74,12.02,-2.06,6.67,0.06,19.99,9.62,50.99,0.58,0.49,0.31,0.05,0.55,0.63,0.09,0.25,0.01,0
